Date,Time,Hspd(rpm),PID#,Vbec(V),*Cnt,*Skp,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),Vbat(V),Curr(A),Capa(mAh),Bat%(%),Cel#,Vcel(V),Tesc(°C),Alt(m),MDL#,Rud,Ele,Thr,Ail,SB,SC,SD,SE,SF,SW1,SW2,SW3,SW4,SW5,SW6,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2026-08-14,17:31:30.100,0,1,0.00,281,0,-20,0,100,9,0,29,10,-12,100,7,11.43,0.04,0,56,3,3.81,34,0.00,0,-1,3,4,7,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000000,1503,1501,1502,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-14,17:31:31.100,0,1,0.00,284,0,-19,0,100,9,0,29,10,-11,100,6,11.43,0.04,0,56,3,3.81,34,0.00,0,-2,3,4,7,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000000,1503,1501,1502,1499,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-14,17:31:32.100,0,1,0.00,286,0,-20,0,100,9,0,29,10,-13,100,7,11.43,0.04,0,56,3,3.81,34,0.00,0,-2,3,4,7,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000000,1503,1501,1502,1499,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-14,17:31:33.100,0,1,0.00,289,0,-19,0,100,9,0,29,10,-12,100,6,11.43,0.04,0,56,3,3.81,34,0.00,0,-2,3,4,7,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000000,1503,1501,1502,1499,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-14,17:31:34.100,0,1,0.00,292,0,-19,0,100,9,0,29,10,-11,100,6,11.43,0.04,0,56,3,3.81,34,0.00,0,-2,3,4,7,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000000,1503,1501,1502,1499,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-14,17:31:35.100,0,1,0.00,293,0,-20,0,100,9,0,29,10,-12,100,6,11.43,0.04,0,56,3,3.81,34,0.00,0,-2,3,4,7,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000000,1503,1501,1502,1499,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-14,17:31:36.100,0,1,0.00,295,0,-20,0,100,9,0,29,10,-11,100,6,11.43,0.04,0,56,3,3.81,34,0.00,0,-2,3,4,7,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000000,1503,1501,1502,1499,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-14,17:31:37.100,0,1,0.00,299,0,-20,0,100,9,0,29,10,-12,100,7,11.43,0.04,0,56,3,3.81,34,0.00,0,-1,3,4,7,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000000,1503,1501,1502,1499,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-14,17:31:38.100,0,1,0.00,300,0,-20,0,100,9,0,29,10,-12,100,7,11.43,0.04,0,56,3,3.81,34,0.00,0,-1,2,4,7,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000000,1503,1501,1502,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-14,17:31:39.100,0,1,0.00,303,0,-20,0,100,9,0,29,10,-13,100,6,11.43,0.04,0,56,3,3.81,34,0.00,0,-2,3,4,8,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000000,1503,1501,1502,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-14,17:31:40.100,0,1,0.00,307,0,-18,0,100,9,0,29,10,-9,100,6,11.43,0.04,0,56,3,3.81,35,0.00,0,-2,3,4,7,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0x0000000000000000,1503,1501,1502,1499,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
